File,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetch-misses,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses
631.deepsjeng_s.test,3.0475E+11,3.55232E+11,1543032899,1394389565,53548933106,1810166099,1772698,53563712119,1809874291,88947817243,2184928623,46726980676,1554447848,166042584,329761187,289026312,168044306,1250152379,883989092,5329292,88452880793,103145281,46667172162,48317824,238459,2246603
641.leela_s.test,2.72134E+11,3.40837E+11,187589210,917975,56151066763,4587045202,23404,56168744871,4590045968,99007970738,1286999432,41847011581,302453801,256841994,33119637,128770890,608571,51634656,1010175,540395,98861115225,12157076,41807243817,1982936,1032916,528807
657.xz_s.test,1.19953E+11,1.32693E+11,740756149,122151403,18153281417,1127600237,459947,18264234168,1137821110,31854589551,1338516393,11970823458,561031417,198349599,26616193,646746207,76302607,55585526,30854876,7754795,31443148822,318882102,12046666923,25446712,465856,1119699
508.namd_r.test,1.0218E+11,2.36528E+11,63409258,7756294,4740225509,209330221,54246,4662478777,209633540,61216368884,3510167642,13128962513,782687182,1655176154,14133632,58711969,7124619,9000840,3883671,74933790,60778717942,3786454,13090855028,904447,404441,189225
510.parest_r.test,1.16095E+11,2.38149E+11,1055879913,33526269,30407438992,630583318,52398,30433962421,623909145,88203997074,8250964537,5660851637,799718523,6161249291,16738152,1404461882,58762482,46872378,3960687,57740946,88513438515,97687014,5429325119,2082563,1374370,471115
511.povray_r.test,16738715829,30605916396,38759063,485195,4589900081,90652538,13369,4570832958,90691186,10388959215,677573283,4590925530,91314739,184352225,74366109,27830060,856801,2792892,848646,350020,9960068188,2613928,4608750072,294065,1791887,194701
519.lbm_r.test,1.52371E+11,1.26554E+11,936432426,332458519,1462972606,21349928,116462,1463129674,21140845,30221045248,6576458612,18243874207,5506759303,965548540,14672963,203068640,99047753,833795794,303820867,1595127843,30097594915,24929706,18168028712,49204747,145422,250103
526.blender_r.test,4.37118E+11,6.50743E+11,1042441437,8894404,1.11399E+11,4688553203,65061,1.11274E+11,4692551022,1.95081E+11,2872829219,29877535471,187046819,422150637,233439448,912026052,3533716,20547742,3431436,4097124,1.94993E+11,576506323,30047980174,3238503,7132179,3174412
538.imagick_r.test,1.10822E+11,3.14536E+11,175041061,495559,29019148368,38869358,19283,29053925831,39057135,20416099869,2405943096,973989982,18471615,2280726886,13517553,171093424,1418400,5989277,1365819,342655,20506007734,22261872,1018486899,304601,177265,151313
544.nab_r.test,4.15062E+11,4.67432E+11,75648343,867833,56125815426,452811618,16269,56128540458,452945241,1.4513E+11,3156588420,27503383882,735070486,2096701467,19176198,53665056,1214628,17707673,1024105,770483,1.45218E+11,6381007,27395394069,457846,782823,173212
619.lbm_s.test,1.57502E+12,7.79041E+11,13047407153,3549380877,10278960772,344715977,836804,10295146257,345239665,1.93303E+11,52390881222,1.22511E+11,44018029922,7668573807,37799387,3667487392,2032045602,14289781005,3643186339,15708317315,1.93252E+11,198082507,1.22555E+11,398399921,196520,1091554
638.imagick_s.test,1.10762E+11,3.14413E+11,175929747,634420,29257923036,38752679,19265,29141806465,38580956,20219810660,2407054872,697478355,11832907,2287338980,13936919,169515974,1171189,5413066,808423,530143,20371023312,21518552,745584918,374528,218358,198964
644.nab_s.test,4.15374E+11,4.67607E+11,73145781,885766,56067970210,451264761,16273,56036552750,447035979,1.45175E+11,3160208859,27571892897,730152451,2113844531,17470323,52565726,1224009,17746728,1134341,971918,1.45261E+11,6924742,27402023847,544720,900263,210264
